Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
62-original-boxy-l-s-tee,#62 Original Boxy L/S Tee,"<meta charset=""utf-8"">
<p><span data-sheets-value='{""1"":2,""2"":""Oversized, boxy fit longsleeve pocket tee by Skargorn in black.\n\n- 100% Cotton\n- Machine Wash Cold\n- Made in USA\n\nMeasurements:\nShoulder: 17\""\nChest: 26\""\nLength: 27\""\nShoulder to Wrist: 20\""\n\n\nMeasurements from size S\nModel wears size S""}' data-sheets-userformat='{""2"":963,""3"":[null,0],""4"":[null,2,16773836],""9"":1,""10"":1,""11"":3,""12"":0}'>Skargorn | #62 Original Boxy L/S Tee</span></p>
<p><span data-sheets-value='{""1"":2,""2"":""Oversized, boxy fit longsleeve pocket tee by Skargorn in black.\n\n- 100% Cotton\n- Machine Wash Cold\n- Made in USA\n\nMeasurements:\nShoulder: 17\""\nChest: 26\""\nLength: 27\""\nShoulder to Wrist: 20\""\n\n\nMeasurements from size S\nModel wears size S""}' data-sheets-userformat='{""2"":963,""3"":[null,0],""4"":[null,2,16773836],""9"":1,""10"":1,""11"":3,""12"":0}'>Oversized, boxy fit longsleeve pocket tee by Skargorn in black.<br></span></p>
<p><span data-sheets-value='{""1"":2,""2"":""Oversized, boxy fit longsleeve pocket tee by Skargorn in black.\n\n- 100% Cotton\n- Machine Wash Cold\n- Made in USA\n\nMeasurements:\nShoulder: 17\""\nChest: 26\""\nLength: 27\""\nShoulder to Wrist: 20\""\n\n\nMeasurements from size S\nModel wears size S""}' data-sheets-userformat='{""2"":963,""3"":[null,0],""4"":[null,2,16773836],""9"":1,""10"":1,""11"":3,""12"":0}'>This tee is currently on backorder. It will be ready to ship in Mid July, 2019.</span></p>
<p><span data-sheets-value='{""1"":2,""2"":""Oversized, boxy fit longsleeve pocket tee by Skargorn in black.\n\n- 100% Cotton\n- Machine Wash Cold\n- Made in USA\n\nMeasurements:\nShoulder: 17\""\nChest: 26\""\nLength: 27\""\nShoulder to Wrist: 20\""\n\n\nMeasurements from size S\nModel wears size S""}' data-sheets-userformat='{""2"":963,""3"":[null,0],""4"":[null,2,16773836],""9"":1,""10"":1,""11"":3,""12"":0}'><br>- 100% Cotton<br>- Machine Wash Cold<br>- Made in USA<br><br>Measurements:<br>Shoulder: 17""<br>Chest: 26""<br>Length: 27""<br>Shoulder to Wrist: 20""<br><br><br>Measurements from size S<br>Model wears size S</span></p>",Skargorn,WOMEN,"az-basics, backinstock-0819, CLOTHING, color-black-wash, Responsible, skargorn, Tees, Tops, under-100, WOMEN",true,Color,Black Wash,Size,XS,,,SKA-F6220:11:XS,0,shopify,continue,manual,80.00,,true,true,'024333,https://cdn.shopify.com/s/files/1/3039/0972/products/79A5542_6390bbc7-3549-409f-a90b-10a86bd03244.jpg?v=1571720302,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/79A5542_6390bbc7-3549-409f-a90b-10a86bd03244.jpg?v=1571720302,lb,,
62-original-boxy-l-s-tee,,,,,,,,Black Wash,,S,,,SKA-F6220:11:S,0,shopify,continue,manual,80.00,,true,true,'024464,https://cdn.shopify.com/s/files/1/3039/0972/products/79A5544_e639ce1f-b930-421a-8b90-04bb3001902d.jpg?v=1571720302,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/79A5542_6390bbc7-3549-409f-a90b-10a86bd03244.jpg?v=1571720302,lb,,
62-original-boxy-l-s-tee,,,,,,,,Black Wash,,M,,,SKA-F6220:11:M,0,shopify,continue,manual,80.00,,true,true,'024466,https://cdn.shopify.com/s/files/1/3039/0972/products/79A5550_853587d5-f0c5-4f08-951d-5d0c2c8a14b3.jpg?v=1571720302,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/79A5542_6390bbc7-3549-409f-a90b-10a86bd03244.jpg?v=1571720302,lb,,
62-original-boxy-l-s-tee,,,,,,,,Black Wash,,L,,,SKA-F6220:11:L,0,shopify,continue,manual,80.00,,true,true,'024482,https://cdn.shopify.com/s/files/1/3039/0972/products/79A5552_cdce9b1d-e439-4590-8861-aed0287834b2.jpg?v=1571720302,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/79A5542_6390bbc7-3549-409f-a90b-10a86bd03244.jpg?v=1571720302,lb,,
51-tailored-pocket-tee,#51 Tailored Pocket Tee,"<meta content=""text/html; charset=utf-8"" http-equiv=""content-type""><meta content=""text/html; charset=utf-8"" http-equiv=""content-type""><style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style><span data-sheets-value='{""1"":2,""2"":""The #51 Tailored Pocket Tee from Skargorn. Features a classic fit short sleeve tee with crew neckline, straight fit, and single chest pocket. Skargorn signature collar slit at neck.\n\n- 100% Cotton\n- Wash cold, hang dry\n- Made in USA\n\nMeasurements:\nShoulder: 17\""\nChest: 19.5\""\nLength: 28\""\n\nMeasurements from size S\nModel shown wearing a size S""}' data-sheets-userformat='{""2"":963,""3"":[null,0],""4"":{""1"":2,""2"":15389148},""9"":1,""10"":1,""11"":3,""12"":0}'>The #51 Tailored Pocket Tee from Skargorn. Features a classic fit short sleeve tee with crew neckline, straight fit, and single chest pocket. Skargorn signature collar slit at neck.<br><br>- 100% Cotton<br>- Wash cold, hang dry<br>- Made in USA<br><br>Measurements:<br>Shoulder: 17""<br>Chest: 19.5""<br>Length: 28""<br><br>Measurements from size S<br>Model shown wearing a size S</span>",Skargorn,MEN,"basics-1, clothing-1, MEN, Responsible, Tees-1, under-100",false,Color,Java Wash,Size,S,,,SKA-M5120:JavaWash:S,0,shopify,deny,manual,70.00,,true,true,'032438,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6933.jpg?v=1571720302,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6933.jpg?v=1571720302,lb,,
51-tailored-pocket-tee,,,,,,,,Java Wash,,M,,,SKA-M5120:JavaWash:M,0,shopify,deny,manual,70.00,,true,true,'032439,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6936.jpg?v=1571720302,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6933.jpg?v=1571720302,lb,,
51-tailored-pocket-tee,,,,,,,,Java Wash,,L,,,SKA-M5120:JavaWash:L,0,shopify,deny,manual,70.00,,true,true,'032440,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6940.jpg?v=1571720302,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6933.jpg?v=1571720302,lb,,
51-tailored-pocket-tee,,,,,,,,Java Wash,,XL,,,SKA-M5120:JavaWash:XL,0,shopify,deny,manual,70.00,,true,true,'032442,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6944.jpg?v=1571720302,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6933.jpg?v=1571720302,lb,,
51-tailored-pocket-tee,,,,,,,,Black Wash,,S,,,SKA-M5120:BlkWash:S,0,shopify,deny,manual,70.00,,true,true,'032418,https://cdn.shopify.com/s/files/1/3039/0972/products/79A7075.jpg?v=1571720302,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/79A7075.jpg?v=1571720302,lb,,
51-tailored-pocket-tee,,,,,,,,Black Wash,,M,,,SKA-M5120:BlkWash:M,0,shopify,deny,manual,70.00,,true,true,'032423,https://cdn.shopify.com/s/files/1/3039/0972/products/79A7078.jpg?v=1571720302,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/79A7075.jpg?v=1571720302,lb,,
51-tailored-pocket-tee,,,,,,,,Black Wash,,L,,,SKA-M5120:BlkWash:L,0,shopify,deny,manual,70.00,,true,true,'032430,https://cdn.shopify.com/s/files/1/3039/0972/products/79A7084.jpg?v=1571720302,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/79A7075.jpg?v=1571720302,lb,,
51-tailored-pocket-tee,,,,,,,,Black Wash,,XL,,,SKA-M5120:BlkWash:XL,0,shopify,deny,manual,70.00,,true,true,'032431,https://cdn.shopify.com/s/files/1/3039/0972/products/79A7086.jpg?v=1571720302,8,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/79A7075.jpg?v=1571720302,lb,,
71-tailored-l-s-pocket-tee,#71 Tailored L/S Pocket Tee,"<meta content=""text/html; charset=utf-8"" http-equiv=""content-type""><style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style><span data-sheets-value='{""1"":2,""2"":""A long sleeve tailored pocket tee with soft washed cotton. Featuring a crewneck, signature slit at neckline, front pocket detail, ribbed cuffs and crewneck and straight hemline. \n  \n- 100% Cotton \n- Machine wash cold, tumble dry low \n- Made in USA \n \nMeasurements:\nShoulder: 19\""\nChest:  23\""\nLength: 29\""\nShoulder to Wrist:  28\""\n\nMeasurements from size M\nModel shown wearing a size M in Black, S in White""}' data-sheets-userformat='{""2"":963,""3"":[null,0],""4"":[null,2,16773836],""9"":1,""10"":1,""11"":3,""12"":0}'>A long sleeve tailored pocket tee with soft washed cotton. Featuring a crewneck, signature slit at neckline, front pocket detail, ribbed cuffs and crewneck and straight hemline. <br> <br>- 100% Cotton <br>- Machine wash cold, tumble dry low <br>- Made in USA <br> <br>Measurements:<br>Shoulder: 19""<br>Chest: 23""<br>Length: 29""<br>Shoulder to Wrist: 28""<br><br>Measurements from size M<br>Model shown wearing a size M in Black, S in White</span>",Skargorn,MEN,"basics-1, clothing-1, MEN, Responsible, Tees-1, under-100",false,Color,Black Wash,Size,S,,,SKA-M7120:BlackWash:S,0,shopify,deny,manual,48.99,80.00,true,true,'023449,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6725.jpg?v=1571720302,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6725.jpg?v=1571720302,lb,,
71-tailored-l-s-pocket-tee,,,,,,,,Black Wash,,M,,,SKA-M7120:BlackWash:M,0,shopify,deny,manual,48.99,80.00,true,true,'023477,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6729.jpg?v=1571720302,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6725.jpg?v=1571720302,lb,,
71-tailored-l-s-pocket-tee,,,,,,,,Black Wash,,L,,,SKA-M7120:BlackWash:L,0,shopify,deny,manual,48.99,80.00,true,true,'023478,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6733.jpg?v=1571720302,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6725.jpg?v=1571720302,lb,,
71-tailored-l-s-pocket-tee,,,,,,,,Black Wash,,XL,,,SKA-M7120:BlackWash:XL,0,shopify,deny,manual,48.99,80.00,true,true,'023479,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6736.jpg?v=1571720302,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6725.jpg?v=1571720302,lb,,
71-tailored-l-s-pocket-tee,,,,,,,,Milk Wash,,S,,,SKA-M7120:MilkWash:S,0,shopify,deny,manual,80.00,,true,true,'023481,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6706.jpg?v=1571720302,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6706.jpg?v=1571720302,lb,,
71-tailored-l-s-pocket-tee,,,,,,,,Milk Wash,,M,,,SKA-M7120:MilkWash:M,0,shopify,deny,manual,80.00,,true,true,'023482,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6708.jpg?v=1571720302,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6706.jpg?v=1571720302,lb,,
71-tailored-l-s-pocket-tee,,,,,,,,Milk Wash,,L,,,SKA-M7120:MilkWash:L,0,shopify,deny,manual,80.00,,true,true,'023489,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6716.jpg?v=1571720302,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6706.jpg?v=1571720302,lb,,
71-tailored-l-s-pocket-tee,,,,,,,,Milk Wash,,XL,,,SKA-M7120:MilkWash:XL,0,shopify,deny,manual,80.00,,true,true,'023490,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6719.jpg?v=1571720302,8,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/79A6706.jpg?v=1571720302,lb,,
100-cold-pressed-virgin-marula-oil,100% Cold-Pressed Virgin Marula Oil,"<meta charset=""utf-8""><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Daily Support Formula for Hair and Skin\n\nReferred to as a \&quot;luxury\&quot; oil by some, this antioxidant-rich oil is obtained from the kernels of the fruits of Marula tree. It's mostly composed of oleic acid and linoleic acid but also contains procyanidin, catechins and flavanoids. Marula oil offers antioxidants, hydrates the skin and is claimed to help restore a radiant tone. This formula contains only cold-pressed virgin African Marula oil that is 100% unrefined.\n\nDirections\nHair Application—Work through damp, clean hair daily or as needed. Skin Application—Apply a few drops to the entire face once daily or as needed.\n\nIngredients\nSclerocarya Birrea Seed Oil.\n\nThe Ordinary formulations are updated from time to time as part of their commitment to innovation. As such, the ingredient list shown here may vary from the box of the product depending on time and region of purchase.&quot;}"" data-sheets-userformat='{""2"":5057,""3"":[null,0],""9"":1,""10"":1,""11"":3,""12"":0,""15"":""Arial""}'>The Ordinary | 100% Cold-Pressed Virgin Marula Oil<br></span><br> <meta charset=""utf-8""><br><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Daily Support Formula for Hair and Skin\n\nReferred to as a \&quot;luxury\&quot; oil by some, this antioxidant-rich oil is obtained from the kernels of the fruits of Marula tree. It's mostly composed of oleic acid and linoleic acid but also contains procyanidin, catechins and flavanoids. Marula oil offers antioxidants, hydrates the skin and is claimed to help restore a radiant tone. This formula contains only cold-pressed virgin African Marula oil that is 100% unrefined.\n\nDirections\nHair Application—Work through damp, clean hair daily or as needed. Skin Application—Apply a few drops to the entire face once daily or as needed.\n\nIngredients\nSclerocarya Birrea Seed Oil.\n\nThe Ordinary formulations are updated from time to time as part of their commitment to innovation. As such, the ingredient list shown here may vary from the box of the product depending on time and region of purchase.&quot;}"" data-sheets-userformat='{""2"":5057,""3"":[null,0],""9"":1,""10"":1,""11"":3,""12"":0,""15"":""Arial""}'><strong>This item is excluded from all promotional offers.</strong></span> <span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Daily Support Formula for Hair and Skin\n\nReferred to as a \&quot;luxury\&quot; oil by some, this antioxidant-rich oil is obtained from the kernels of the fruits of Marula tree. It's mostly composed of oleic acid and linoleic acid but also contains procyanidin, catechins and flavanoids. Marula oil offers antioxidants, hydrates the skin and is claimed to help restore a radiant tone. This formula contains only cold-pressed virgin African Marula oil that is 100% unrefined.\n\nDirections\nHair Application—Work through damp, clean hair daily or as needed. Skin Application—Apply a few drops to the entire face once daily or as needed.\n\nIngredients\nSclerocarya Birrea Seed Oil.\n\nThe Ordinary formulations are updated from time to time as part of their commitment to innovation. As such, the ingredient list shown here may vary from the box of the product depending on time and region of purchase.&quot;}"" data-sheets-userformat='{""2"":5057,""3"":[null,0],""9"":1,""10"":1,""11"":3,""12"":0,""15"":""Arial""}'><br>Referred to as a ""luxury"" oil by some, this antioxidant-rich oil is obtained from the kernels of the fruits of Marula tree. It's mostly composed of oleic acid and linoleic acid but also contains procyanidin, catechins and flavanoids. Marula oil offers antioxidants, hydrates the skin and is claimed to help restore a radiant tone. This formula contains only cold-pressed virgin African Marula oil that is 100% unrefined.<br><br><strong>Directions </strong>Hair Application: Work through damp, clean hair daily or as needed. Skin Application: Apply a few drops to the entire face once daily or as needed.<br><br><strong>Ingredients </strong>Sclerocarya Birrea Seed Oil.<br><br>The Ordinary formulations are updated from time to time as part of their commitment to innovation. As such, the ingredient list shown here may vary from the box of the product depending on time and region of purchase.</span><br> <meta charset=""utf-8""><br><span style=""color: #ff0000;""><b>FINAL SALE ITEM</b></span> <br>For Beauty and Grooming products: If the product causes an allergic reaction, you can return or exchange the product within 30 days of the original purchase date.<br>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",The Ordinary,WOMEN,"back-in-stock, backinstock, backinstock-0819, Beauty, Beauty-1, feature-070519, festival-w, Responsible, Skin Care, the-ordinary, under-100, WOMEN",true,Size,30ml,,,,,ORD-769915190823,0,shopify,continue,manual,9.90,,true,true,ns50659,https://cdn.shopify.com/s/files/1/3039/0972/products/100_Cold-Pressed_Virgin_Marula_Oil.jpg?v=1571720312,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/100_Cold-Pressed_Virgin_Marula_Oil.jpg?v=1571720312,lb,,
15-ml-ritas-car-fragrance,15 mL Rita's Car Fragrance,"<meta charset=""utf-8""><style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<p><span data-sheets-value='{""1"":2,""2"":""Finest quality parfum. Limited unisex fragrance comprised of over 10  rare and organic essential oils. \n\n- 5 mL / 0.15 oz\n- Handmade by Saint Rita Parlor in Los Angeles, California.\n\nNotes: Leather, Vanilla Musk, Tobacco, Rare Coins, and Fresh Cut Foliage\n\n\""Weekend driver.  Tobacco smoke, worn leather seats and fresh cut foliage aside a whiskey bag filled with coins used for Saturday night bingo.\""\n""}' data-sheets-userformat='{""2"":5057,""3"":[null,0],""9"":1,""10"":1,""11"":3,""12"":0,""15"":""Arial""}'>Finest quality parfum. Limited unisex fragrance comprised of over 10 rare and organic essential oils. <br><br>- 5 mL / 0.15 oz<br>- Handmade by Saint Rita Parlor in Los Angeles, California.<br><br>Notes: Leather, Vanilla Musk, Tobacco, Rare Coins, and Fresh Cut Foliage<br><br>""Weekend driver. Tobacco smoke, worn leather seats and fresh cut foliage aside a whiskey bag filled with coins used for Saturday night bingo.""<br></span></p>
<meta charset=""utf-8"">
<p><strong>This<span> </span>item is excluded from all promotional offers.</strong></p>
<div>
<p><span style=""color: #ff0000;""><b>FINAL SALE ITEM</b></span></p>
<p><span>Final Sale items cannot be returned or exchanged. Please note that if we receive a returned Final Sale item or items, the package will be returned to you, we will notify you via email, and you will not receive a refund. </span>For Beauty and Grooming products: If the product causes an allergic reaction, you can return or exchange the product within 30 days of the original purchase date.</p>
</div>",Saint Rita Parlor,MEN,"backinstock, Beauty, Beauty-1, feature-070519, Fragrance, Grooming, MEN, saint-rita-parlor, under-100, WOMEN",true,Size,15 mL,,,,,SRP-P : RC 15,0,shopify,deny,manual,80.00,,true,true,ns47276,https://cdn.shopify.com/s/files/1/3039/0972/products/15_ml_ritas_car_fragrance.jpg?v=1571720333,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/15_ml_ritas_car_fragrance3.jpg?v=1571720333,lb,,
15-ml-ritas-car-fragrance,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/15ml_ritas_car_fragrance.jpg?v=1571720333,2,,,,,,,,,,,,,,,,,,,,,
15-ml-ritas-car-fragrance,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/15_ml_ritas_car_fragrance3.jpg?v=1571720333,3,,,,,,,,,,,,,,,,,,,,,
15ml-signature-fragrance,15mL Signature Fragrance,"<meta charset=""utf-8""><style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<p><span data-sheets-value='{""1"":2,""2"":""The Signature Perfume from Saint Rita Parlor features a limited unisex fragrance comprised of over 18 rare and organic essential oils. \n\n- 15 mL / 0.5 oz\n- Handmade by Saint Rita Parlor in Los Angeles, California.\n\nNotes: Whiskey, Tobacco, and Rose\n\n\""Rita would tend to her rose garden whilst smoking a hand-rolled tobacco cigarette and drinking a whiskey and water.\""\n""}' data-sheets-userformat='{""2"":5057,""3"":[null,0],""9"":1,""10"":1,""11"":3,""12"":0,""15"":""Arial""}'>The Signature Perfume from Saint Rita Parlor features a limited unisex fragrance comprised of over 18 rare and organic essential oils. <br><br>- 15 mL / 0.5 oz<br>- Handmade by Saint Rita Parlor in Los Angeles, California.<br><br>Notes: Whiskey, Tobacco, and Rose<br><br>""Rita would tend to her rose garden whilst smoking a hand-rolled tobacco cigarette and drinking a whiskey and water.""<br></span></p>
<meta charset=""utf-8"">
<p><span data-sheets-value='{""1"":2,""2"":""The Signature Perfume from Saint Rita Parlor features a limited unisex fragrance comprised of over 18 rare and organic essential oils. \n\n- 15 mL / 0.5 oz\n- Handmade by Saint Rita Parlor in Los Angeles, California.\n\nNotes: Whiskey, Tobacco, and Rose\n\n\""Rita would tend to her rose garden whilst smoking a hand-rolled tobacco cigarette and drinking a whiskey and water.\""\n""}' data-sheets-userformat='{""2"":5057,""3"":[null,0],""9"":1,""10"":1,""11"":3,""12"":0,""15"":""Arial""}'><strong>This item is excluded from all promotional offers.</strong></span></p>
<meta charset=""utf-8"">
<p><span style=""color: #ff0000;""><b>FINAL SALE ITEM</b></span></p>
<p><span style=""font-weight: 400;"">Final Sale items cannot be returned or exchanged. Please note that if we receive a returned Final Sale item or items, the package will be returned to you, we will notify you via email, and you will not receive a refund. </span>For Beauty and Grooming products: If the product causes an allergic reaction, you can return or exchange the product within 30 days of the original purchase date.</p>",Saint Rita Parlor,MEN,"backinstock, Beauty, Beauty-1, feature-070519, Fragrance, Grooming, MEN, saint-rita-parlor, under-100, WOMEN",true,Size,15 mL,,,,,SRP-P : SF 15,0,shopify,deny,manual,80.00,,true,true,ns47273,https://cdn.shopify.com/s/files/1/3039/0972/products/15_ml_signature_fragrance.jpg?v=1571720334,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/15_ml_signature_fragrance.jpg?v=1571720334,lb,,
15ml-signature-fragrance,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/15_ml_signature_fragrance2.jpg?v=1571720334,2,,,,,,,,,,,,,,,,,,,,,
15ml-signature-fragrance,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/15_ml_signature_fragrance3.jpg?v=1571720334,3,,,,,,,,,,,,,,,,,,,,,
